Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
21.36930637,9.715396729,0.109871521,0.871338043
21.38931537,9.694290619,0.090262299,0.878822479
21.40932437,9.717492371,0.106278992,0.872086487
21.42933337,9.710756378,0.097896423,0.867446136
21.44934237,9.7210849,0.10059082,0.885408783
21.46935038,9.71988739,0.101039886,0.878074036
21.48935937,9.710606689,0.086071014,0.870739288
21.50936837,9.727222137,0.09595047,0.873283997
21.52937737,9.709259491,0.084574127,0.876726837
21.54938637,9.728269958,0.101039886,0.874182129
21.56939537,9.706714783,0.092657318,0.868044891
21.58940437,9.731263733,0.112116852,0.872984619
21.60941337,9.700876923,0.095501404,0.871188354
21.62942137,9.730515289,0.099692688,0.870439911
21.649427,9.71285202,0.098644867,0.877325592
21.669436,9.718989258,0.107326813,0.87403244
21.689445,9.705068207,0.107177124,0.883313141
21.709454,9.717043304,0.105081482,0.86939209
21.729463,9.705517273,0.094453583,0.875978394
21.749472,9.72228241,0.102836151,0.871787109
21.76948,9.715097351,0.102387085,0.857566681
21.789489,9.71644455,0.092807007,0.864302673
21.809498,9.726174316,0.104632416,0.87522995
21.829507,9.708960114,0.099093933,0.877026215
21.849516,9.736802216,0.10178833,0.87403244
21.869525,9.708960114,0.085621948,0.876577148
21.889534,9.724378052,0.104333038,0.870140533
21.909543,9.71165451,0.095202026,0.876277771
21.929551,9.728419647,0.10642868,0.864602051
21.94956,9.705666962,0.101189575,0.871038666
21.969569,9.72931778,0.110470276,0.873283997
21.989578,9.703421631,0.103584595,0.866098938
22.009587,9.723330231,0.103883972,0.875679016
22.029596,9.709109802,0.105081482,0.876128082
22.049605,9.708361359,0.099992065,0.869841156
22.069613,9.707762604,0.089962921,0.875978394
22.089622,9.710307312,0.10059082,0.872984619
22.109631,9.711355133,0.098046112,0.859213257
22.12964,9.712103577,0.093705139,0.868044891
22.149649,9.735904083,0.102087708,0.869841156
22.169658,9.72572525,0.08547226,0.871038666
22.189667,9.737850037,0.095501404,0.877175903
22.209675,9.71524704,0.093106384,0.88226532
22.229684,9.736203461,0.104782104,0.872685242
22.249693,9.714199219,0.093405762,0.868793335
22.269702,9.727521515,0.118104401,0.876277771
22.289711,9.712402954,0.095351715,0.865350494
22.30972,9.72228241,0.102387085,0.872236176
22.329728,9.708810425,0.100740509,0.868643646
22.349737,9.711504822,0.112266541,0.860560455
22.369746,9.714498596,0.102387085,0.874930573
22.389755,9.716594238,0.101339264,0.864152985
22.409764,9.726623383,0.106578369,0.878373413
22.429773,9.71988739,0.101488953,0.876876526
22.449782,9.725874939,0.096698914,0.883163452
22.46979,9.715995483,0.100141754,0.873733063
22.489799,9.724976807,0.107326813,0.874631195
22.509808,9.715995483,0.089513855,0.869691467
22.529817,9.73740097,0.1088237,0.876876526
22.549826,9.710007935,0.099393311,0.876128082
22.569835,9.733658752,0.108374634,0.865649872
22.589844,9.713151398,0.102686462,0.878223724
22.609852,9.725425873,0.106129303,0.862955475
22.629861,9.705367584,0.105829926,0.871188354
22.64987271,9.712253265,0.099842377,0.878223724
22.66988171,9.714797974,0.093854828,0.876726837
22.68989071,9.719737701,0.102387085,0.870739288
22.70989971,9.716294861,0.099243622,0.882415009
22.72990771,9.718240814,0.103734283,0.861458588
22.74991671,9.724078674,0.095351715,0.868493958
22.76992571,9.719588013,0.091759186,0.872385864
22.78993471,9.732461243,0.097746735,0.87283493
22.80994371,9.716743927,0.083675995,0.883163452
22.82995271,9.736353149,0.104033661,0.8798703
22.84996171,9.719138947,0.091160431,0.871188354
22.86996971,9.725276184,0.112565918,0.8705896
22.88997871,9.743837585,0.06197113,0.609083405
22.90998771,9.717492371,0.104931793,1.057251434
22.92999671,9.707163849,0.123792572,1.005309448
22.95000571,9.747280426,0.122295685,0.589474182
22.97001471,9.70357132,0.093256073,0.955463104
22.99002271,9.701475677,0.098046112,1.229842529
23.01003171,9.717342682,0.103584595,0.786015472
23.03004071,9.725126495,0.102387085,0.774788818
23.05004971,9.759854279,0.069754944,1.091230774
23.07005871,9.697434082,0.083675995,1.16188385
23.09006771,9.721983032,0.116607513,0.77688446
23.11007571,9.730515289,0.088765411,0.612825623
23.13008471,9.723479919,0.100141754,1.025218048
23.15009371,9.688602448,0.093705139,1.197659454
23.17010271,9.714498596,0.105829926,0.848136292
23.19011171,9.707463226,0.101039886,0.763113098
23.21012071,9.724827118,0.103135529,0.828676758
23.23012871,9.680219879,0.098794556,1.113235016
23.25013771,9.70357132,0.103883972,1.078956299
23.27014671,9.717192993,0.101339264,0.895587616
23.29015571,9.709708557,0.111967163,0.990340576
23.31016471,9.708511047,0.100141754,1.125210114
23.33017371,9.713001709,0.083675995,1.012793884
23.35018171,9.719288635,0.081131287,0.756676483
23.37019071,9.726773071,0.096549225,0.668210449
23.39019971,9.731114044,0.098944244,0.6821315
23.41020871,9.715097351,0.098046112,0.754281464
23.43021771,9.730066223,0.109422455,0.881516876
23.45022671,9.710007935,0.100291443,1.035696259
23.47023471,9.723629608,0.107476501,1.037193146
23.49024371,9.723030853,0.094004517,0.924627228
23.51025271,9.733209686,0.109272766,0.818198547
23.53026171,9.723330231,0.096549225,0.793649597
23.55027071,9.723180542,0.112116852,0.813109131
23.57027871,9.721683655,0.108524323,0.873283997
23.59028771,9.71988739,0.105380859,0.920585632
23.61029671,9.713600464,0.092208252,0.942739563
23.63030571,9.710457001,0.096549225,0.896934814
23.65031513,9.713899841,0.098794556,0.855471039
23.67032412,9.708810425,0.094154205,0.855770416
23.69033212,9.714797974,0.094902649,0.869990845
23.71034112,9.714947662,0.098644867,0.881217499
23.73035012,9.727671204,0.112266541,0.898282013
23.75035912,9.709558868,0.095800781,0.898282013
23.77036812,9.733059998,0.106129303,0.88226532
23.79037712,9.699380035,0.096100159,0.865200806
23.81038512,9.730964355,0.102237396,0.872984619
23.83039412,9.69653595,0.095202026,0.868344269
23.85040312,9.716893616,0.099243622,0.883612518
23.87041212,9.7011763,0.091759186,0.897683258
23.89042112,9.718390503,0.109123077,0.883013763
23.91042912,9.703421631,0.106578369,0.897383881
23.93043812,9.719138947,0.096100159,0.876128082
23.95044712,9.713899841,0.092507629,0.876128082
23.97045612,9.720037079,0.097896423,0.876876526
23.99046512,9.736951904,0.096998291,0.885259094
24.01047412,9.712552643,0.089962921,0.877774658
24.03048213,9.73276062,0.109871521,0.877624969
24.05049112,9.706265717,0.095202026,0.874780884
24.07050012,9.730515289,0.117206268,0.864901428
24.09050912,9.721384277,0.10418335,0.881965942
24.11051812,9.744586029,0.110470276,0.883313141
24.13052612,9.714947662,0.098644867,0.881217499
24.15053512,9.733808441,0.110170898,0.881367188
24.17054412,9.70940918,0.107775879,0.88346283
24.19055312,9.725874939,0.107027435,0.885259094
24.21056212,9.711953888,0.09131012,0.880469055
24.23057112,9.71644455,0.095800781,0.892294464
24.25057912,9.710157623,0.092507629,0.887654114
24.27058812,9.711355133,0.090561676,0.878223724
24.29059712,9.724827118,0.093256073,0.884810028
24.31060612,9.725276184,0.09595047,0.870888977
24.33061512,9.733209686,0.108224945,0.874930573
24.35062312,9.711804199,0.100291443,0.878223724
24.37063212,9.724827118,0.111069031,0.884211273
24.39064112,9.718240814,0.106129303,0.882415009
24.41065013,9.732910309,0.112865295,0.868643646
24.43065912,9.711504822,0.101938019,0.881217499
24.45066712,9.725276184,0.104632416,0.885259094
24.47067612,9.708361359,0.095202026,0.880618744
24.49068512,9.713301086,0.106728058,0.889001312
24.51069412,9.705068207,0.093705139,0.884360962
24.53070312,9.720635834,0.095052338,0.873283997
24.55071112,9.711804199,0.095501404,0.86819458
24.57072012,9.712253265,0.091459808,0.869691467
24.59072912,9.717043304,0.096848602,0.877774658
24.61073812,9.71524704,0.088615723,0.872984619
24.63074712,9.735754395,0.105081482,0.887504425
24.65075646,9.721833344,0.0889151,0.86939209
24.67076446,9.730365601,0.114362183,0.875828705
24.69077346,9.710756378,0.092507629,0.874930573
24.71078246,9.73859848,0.102686462,0.88346283
24.73079146,9.707463226,0.098944244,0.892294464
24.75080046,9.731712799,0.10298584,0.879421234
24.77080846,9.711055756,0.0889151,0.888701935
24.79081746,9.717043304,0.098495178,0.885558472
24.81082646,9.709858246,0.092507629,0.889600067
24.83083546,9.719438324,0.10642868,0.886007538
24.85084446,9.720186768,0.104931793,0.890647888
24.87085246,9.709109802,0.092956696,0.890348511
24.89086146,9.71285202,0.109721832,0.876128082
24.91087046,9.714797974,0.09011261,0.887504425
24.93087946,9.729467468,0.103883972,0.880019989
24.95088846,9.696685638,0.072299652,0.871338043
24.97089646,9.725425873,0.106728058,0.88226532
24.99090546,9.716294861,0.10059082,0.86939209
25.01091446,9.74563385,0.109422455,0.870290222
25.03092346,9.724677429,0.099393311,0.884510651
25.05093246,9.745484161,0.097896423,0.880918121
25.07094046,9.72812027,0.102237396,0.889749756
25.09094946,9.736951904,0.100141754,0.888552246
25.11095846,9.700727234,0.091160431,0.882115631
25.13096746,9.713450775,0.100740509,0.896934814
25.15097646,9.712552643,0.108075256,0.878373413
25.17098446,9.714947662,0.097447357,0.880618744
25.19099346,9.719288635,0.098944244,0.867745514
25.21100246,9.713750153,0.090861053,0.878972168
25.23101146,9.743538208,0.096998291,0.873733063
25.25102046,9.719737701,0.10298584,0.860410767
25.27102846,9.736502838,0.10418335,0.86355423
25.29103746,9.725874939,0.096998291,0.862656097
25.31104646,9.727222137,0.112116852,0.881217499
25.33105546,9.705666962,0.088765411,0.8798703
25.35106446,9.720785522,0.098046112,0.876128082
25.37107246,9.704918518,0.096100159,0.879570923
25.39108146,9.743987274,0.11930191,0.880918121
25.41109046,9.721533966,0.097597046,0.894839172
25.43109946,9.731712799,0.108374634,0.903820496
25.45110746,9.714797974,0.097746735,0.885857849
25.47111646,9.714348907,0.109272766,0.883163452
25.49112546,9.703870697,0.090561676,0.874331818
25.51113446,9.691296844,0.093106384,0.880918121
25.53114346,9.710756378,0.100291443,0.88690567
25.55115146,9.718240814,0.102087708,0.886306915
25.57116046,9.732012177,0.09714798,0.887354736
25.59116946,9.715845795,0.08068222,0.897982635
25.61117846,9.736353149,0.092208252,0.877325592
25.63118746,9.714648285,0.098944244,0.870140533
25.65119512,9.733209686,0.111817474,0.854872284
25.67120412,9.708960114,0.109721832,0.856069794
25.69121312,9.73859848,0.115110626,0.860560455
25.71122212,9.7210849,0.107476501,0.868493958
25.73123112,9.728719025,0.117655334,0.883911896
25.75123912,9.701625366,0.099542999,0.902922363
25.77124813,9.713301086,0.10178833,0.892593842
25.79125712,9.692045288,0.095202026,0.894539795
25.81126612,9.710906067,0.094453583,0.872086487
25.83127512,9.720935211,0.103135529,0.871936798
25.85128312,9.711355133,0.092657318,0.871038666
25.87129212,9.733359375,0.095202026,0.877325592
25.89130112,9.725575562,0.083825684,0.864602051
25.91131012,9.750124512,0.096698914,0.883163452
25.93131812,9.714199219,0.081580353,0.886157227
25.95132712,9.734107819,0.09714798,0.884211273
25.97133612,9.71524704,0.096399536,0.878074036
25.99134512,9.724827118,0.116607513,0.865799561
26.01135412,9.694440308,0.112565918,0.862506409
26.03136212,9.709558868,0.123942261,0.872685242
26.05137112,9.704619141,0.110769653,0.877774658
26.07138012,9.707762604,0.100291443,0.881965942
26.09138912,9.715696106,0.093705139,0.900527344
26.11139812,9.716594238,0.097597046,0.886755981
26.13140612,9.736802216,0.092956696,0.882564697
26.15141513,9.732910309,0.089962921,0.886306915
26.17142412,9.723629608,0.105081482,0.887055359
26.19143312,9.714199219,0.079784088,0.869541779
26.21144112,9.716294861,0.109422455,0.862805786
26.23145012,9.701026611,0.083675995,0.871188354
26.25145912,9.720785522,0.098495178,0.876726837
26.27146812,9.698930969,0.088615723,0.88226532
26.29147712,9.72572525,0.11705658,0.890348511
26.31148512,9.714498596,0.10642868,0.876726837
26.33149412,9.735455017,0.121098175,0.889600067
26.35150312,9.726623383,0.114511871,0.873733063
26.37151212,9.72931778,0.103584595,0.887055359
26.39152112,9.70940918,0.108075256,0.873882751
26.41152912,9.712402954,0.086969147,0.866248627
26.43153812,9.698182526,0.10178833,0.870739288
26.45154712,9.709708557,0.103285217,0.865500183
26.47155612,9.72812027,0.112266541,0.862207031
26.49156412,9.727521515,0.103584595,0.87403244
26.51157312,9.738299103,0.107177124,0.905018005
26.53158212,9.704319763,0.087418213,0.912502441
26.55159112,9.720486145,0.083526306,0.906065826
26.57160012,9.699529724,0.077538757,0.896186371
26.59160812,9.71404953,0.106278992,0.871787109
26.61161712,9.707762604,0.10418335,0.871487732
26.63162612,9.729766846,0.135019226,0.869092712
26.65165783,9.72931778,0.115709381,0.874631195
26.67166583,9.730365601,0.114811249,0.871338043
26.69167483,9.736203461,0.106129303,0.886755981
26.71168383,9.720186768,0.095651093,0.874930573
26.73169283,9.723629608,0.086071014,0.873433685
26.75170083,9.720037079,0.092058563,0.879570923
26.77170983,9.729617157,0.095052338,0.875828705
26.79171883,9.718540192,0.088615723,0.886007538
26.81172783,9.718989258,0.095052338,0.882864075
26.83173683,9.696086884,0.086071014,0.86475174
26.85174483,9.720186768,0.087418213,0.879121857
26.87175383,9.704469452,0.08427475,0.88690567
26.89176283,9.740394745,0.089214478,0.89633606
26.91177183,9.729617157,0.101638641,0.895587616
26.93177983,9.752220154,0.114511871,0.891546021
26.95178883,9.732910309,0.10762619,0.888851624
26.97179783,9.740544434,0.122445374,0.885259094
26.99180683,9.708660736,0.107925568,0.867446136
27.01181583,9.712552643,0.102387085,0.861608276
27.03182383,9.697883148,0.11346405,0.867296448
27.05183283,9.706714783,0.10059082,0.86355423
27.07184183,9.717492371,0.102836151,0.885857849
27.09185083,9.707912292,0.097297668,0.878373413
27.11185883,9.730365601,0.081580353,0.884211273
27.13186783,9.71524704,0.084723816,0.885558472
27.15187683,9.730814667,0.095800781,0.891396332
27.17188583,9.712402954,0.085921326,0.885558472
27.19189483,9.73740097,0.10642868,0.877475281
27.21190283,9.713450775,0.099093933,0.890348511
27.23191183,9.739646301,0.114362183,0.870888977
27.25192083,9.705367584,0.102387085,0.878074036
27.27192983,9.720037079,0.118104401,0.875679016
27.29193783,9.696835327,0.111817474,0.867895203
27.31194683,9.706864471,0.104033661,0.878223724
27.33195583,9.71165451,0.098794556,0.871787109
27.35196483,9.715396729,0.108524323,0.876128082
27.37197283,9.738299103,0.110769653,0.873882751
27.39198183,9.741442566,0.09834549,0.88106781
27.41199083,9.742340698,0.109871521,0.884360962
27.43199983,9.723030853,0.10418335,0.876726837
27.45200883,9.730066223,0.095052338,0.885109406
27.47201683,9.709109802,0.087567902,0.867745514
27.49202583,9.721384277,0.104632416,0.87403244
27.51203483,9.706265717,0.089214478,0.870888977
27.53204383,9.726324005,0.1088237,0.880169678
27.55205183,9.707163849,0.098944244,0.880918121
27.57206083,9.71524704,0.111967163,0.878523102
27.59206983,9.710007935,0.098644867,0.873283997
27.61207883,9.720486145,0.096549225,0.865649872
27.63208683,9.723479919,0.092507629,0.880918121
27.66207746,9.718540192,0.1088237,0.887354736
27.68208546,9.736203461,0.110769653,0.901575165
27.70209446,9.717941437,0.098495178,0.883013763
27.72210346,9.721983032,0.108973389,0.884810028
27.74211246,9.699230347,0.095501404,0.881217499
27.76212046,9.717342682,0.09595047,0.870439911
27.78212946,9.714199219,0.091908875,0.875828705
27.80213846,9.710906067,0.088016968,0.874331818
27.82214746,9.717492371,0.095351715,0.878972168
27.84215646,9.714797974,0.098794556,0.8705896
27.86216446,9.73156311,0.096998291,0.877774658
27.88217346,9.712702332,0.096998291,0.871338043
27.90218246,9.731712799,0.11002121,0.89274353
27.92219146,9.720785522,0.092357941,0.892444153
27.94219946,9.740245056,0.107775879,0.901275787
27.96220846,9.713450775,0.099842377,0.883762207
27.98221746,9.732161865,0.109721832,0.884360962
28.00222646,9.708810425,0.098944244,0.871188354
28.02223446,9.70821167,0.104033661,0.870739288
28.04224346,9.699380035,0.098644867,0.861608276
28.06225246,9.70701416,0.103434906,0.865799561
28.08226146,9.707612915,0.094603271,0.863703918
28.10226946,9.722132721,0.098794556,0.875080261
28.12227846,9.714797974,0.093256073,0.892593842
28.14228746,9.720785522,0.091010742,0.877175903
28.16229646,9.721683655,0.096549225,0.8798703
28.18230546,9.719737701,0.089663544,0.882714386
28.20231346,9.736353149,0.105231171,0.883313141
28.22232246,9.717043304,0.106278992,0.88226532
28.24233146,9.731413422,0.119002533,0.881516876
28.26234046,9.706265717,0.106877747,0.876277771
28.28234846,9.723330231,0.112715607,0.875379639
28.30235746,9.712402954,0.098794556,0.865949249
28.32236646,9.728868713,0.105530548,0.868943024
28.34237546,9.700876923,0.097597046,0.864003296
28.36238346,9.721384277,0.10059082,0.868344269
28.38239246,9.718091125,0.089064789,0.888701935
28.40240146,9.723330231,0.096100159,0.88810318
28.42241046,9.72452774,0.093405762,0.891246643
28.44241846,9.709558868,0.100291443,0.877175903
28.46242746,9.716294861,0.099393311,0.882714386
28.48243646,9.716294861,0.100890198,0.877325592
28.50244546,9.7210849,0.11002121,0.884510651
28.52245346,9.720336456,0.100441132,0.891995087
28.54246246,9.72692276,0.108075256,0.88810318
28.56247146,9.704170074,0.096549225,0.892144775
28.58248046,9.726324005,0.108374634,0.878373413
28.60248946,9.69653595,0.099393311,0.872535553
28.62249746,9.730814667,0.110919342,0.862057343
28.64250646,9.722731476,0.099842377,0.877026215
28.66251312,9.727371826,0.105380859,0.887504425
28.68252212,9.717192993,0.095501404,0.877475281
28.70253012,9.72452774,0.096100159,0.881965942
28.72253913,9.713899841,0.081131287,0.871787109
28.74254812,9.713151398,0.098495178,0.878972168
28.76255712,9.719588013,0.09011261,0.885857849
28.78256512,9.718989258,0.098195801,0.888252869
28.80257412,9.719438324,0.110769653,0.885259094
28.82258312,9.711205444,0.102237396,0.886606293
28.84259212,9.732461243,0.101339264,0.880019989
28.86260012,9.710457001,0.098794556,0.871338043
28.88260912,9.729766846,0.106578369,0.859812012
28.90261812,9.71404953,0.099093933,0.878074036
28.92262712,9.739496613,0.108524323,0.879720612
28.94263512,9.720785522,0.092956696,0.880618744
28.96264412,9.721234589,0.095651093,0.867595825
28.98265312,9.702972565,0.090411987,0.869841156
29.00266212,9.709558868,0.096399536,0.871936798
29.02267012,9.708960114,0.097447357,0.876726837
29.04267912,9.715546417,0.092657318,0.886456604
29.06268812,9.718540192,0.100141754,0.893192596
29.08269712,9.719588013,0.09475296,0.897084503
29.10270512,9.730066223,0.114062805,0.887504425
29.12271412,9.719588013,0.09355545,0.882714386
29.14272312,9.738149414,0.099093933,0.876128082
29.16273212,9.715396729,0.103285217,0.883013763
29.18274112,9.743837585,0.120200043,0.869691467
29.20274912,9.713001709,0.103135529,0.875978394
29.22275812,9.725575562,0.107775879,0.869541779
29.24276712,9.700427856,0.10418335,0.886456604
29.26277612,9.712552643,0.103584595,0.869242401
29.28278412,9.701325989,0.090861053,0.86819458
29.30279312,9.715845795,0.091609497,0.866847382
29.32280213,9.711205444,0.093705139,0.874631195
29.34281112,9.720037079,0.083675995,0.881217499
29.36281912,9.731712799,0.100291443,0.884061584
29.38282812,9.718839569,0.09011261,0.883762207
29.40283712,9.729916534,0.089214478,0.878822479
29.42284612,9.721833344,0.094603271,0.886007538
29.44285412,9.736203461,0.107326813,0.892593842
29.46286312,9.70821167,0.1088237,0.887803802
29.48287212,9.735904083,0.104782104,0.879121857
29.50288112,9.716145172,0.106877747,0.881965942
29.52288912,9.733059998,0.109422455,0.874780884
29.54289812,9.706415405,0.093106384,0.878822479
29.56290712,9.725575562,0.103434906,0.87642746
29.58291612,9.707163849,0.098644867,0.882415009
29.60292412,9.71524704,0.095501404,0.883313141
29.62293312,9.718839569,0.095651093,0.874481506
29.64294212,9.716594238,0.09714798,0.876277771
29.66295058,9.71988739,0.098046112,0.874631195
29.68295858,9.721683655,0.094154205,0.887055359
29.70296758,9.723030853,0.099842377,0.885558472
29.72297658,9.711205444,0.092807007,0.878972168
29.74298558,9.71988739,0.114960938,0.877325592
29.76299358,9.713151398,0.088466034,0.873583374
29.78300258,9.730066223,0.122295685,0.87642746
29.80301158,9.708361359,0.093256073,0.86475174
29.82302058,9.719737701,0.109123077,0.876726837
29.84302858,9.707762604,0.098495178,0.884061584
29.86303758,9.716145172,0.11002121,0.879421234
29.88304658,9.712702332,0.097746735,0.880469055
29.90305558,9.718390503,0.098495178,0.875978394
29.92306358,9.707463226,0.08771759,0.886007538
29.94307258,9.714348907,0.101039886,0.884660339
29.96308158,9.71868988,0.09131012,0.877175903
29.98309058,9.709109802,0.09834549,0.880019989
30.00309858,9.720635834,0.100441132,0.88810318
30.02310758,9.709708557,0.095052338,0.873134308
30.04311658,9.722581787,0.096249847,0.873733063
30.06312558,9.715097351,0.095800781,0.884660339
30.08313358,9.738149414,0.116457825,0.881367188
30.10314258,9.73156311,0.090262299,0.881516876
30.12315158,9.74219101,0.116906891,0.883612518
30.14316058,9.711055756,0.102387085,0.876577148
30.16316858,9.727521515,0.105380859,0.875679016
30.18317758,9.710307312,0.095651093,0.872685242
30.20318658,9.721533966,0.108374634,0.872685242
30.22319558,9.708660736,0.096848602,0.883762207
30.24320358,9.710157623,0.099243622,0.872385864
30.26321258,9.705666962,0.088466034,0.874182129
30.28322158,9.711205444,0.092807007,0.873583374
30.30323058,9.722731476,0.099842377,0.878223724
30.32323858,9.718540192,0.090561676,0.877774658
30.34324758,9.730066223,0.102237396,0.893042908
30.36325658,9.714648285,0.097597046,0.877774658
30.38326558,9.736502838,0.111518097,0.876128082
30.40327358,9.713151398,0.100291443,0.870888977
30.42328258,9.732461243,0.112715607,0.877774658
30.44329158,9.718390503,0.106129303,0.878373413
30.46330058,9.729916534,0.112416229,0.87283493
30.48330858,9.718091125,0.094453583,0.877924347
30.50331758,9.729916534,0.108973389,0.886606293
30.52332658,9.709109802,0.093705139,0.884959717
30.54333558,9.721683655,0.103135529,0.866697693
30.56334358,9.71165451,0.091010742,0.889749756
30.58335258,9.723479919,0.091459808,0.881965942
30.60336158,9.712253265,0.106129303,0.875529327
30.62337058,9.714648285,0.096549225,0.877475281
30.64337858,9.735005951,0.103135529,0.877624969
30.66338733,9.719138947,0.101189575,0.879421234
30.68339633,9.735754395,0.103285217,0.867895203
30.70340533,9.70237381,0.095651093,0.882714386
30.72341333,9.734556885,0.109721832,0.877475281
30.74342233,9.706116028,0.096249847,0.880169678
30.76343133,9.728569336,0.114811249,0.874631195
30.78343933,9.715696106,0.092507629,0.887803802
30.80344833,9.722731476,0.113613739,0.880918121
30.82345733,9.702074432,0.098495178,0.884959717
30.84346633,9.719438324,0.105530548,0.875080261
30.86347433,9.722132721,0.094902649,0.88690567
30.88348333,9.720486145,0.09595047,0.874780884
30.90349233,9.712702332,0.104632416,0.878672791
30.92350133,9.71285202,0.088765411,0.885109406
30.94350933,9.71404953,0.100441132,0.879121857
30.96351833,9.71404953,0.101189575,0.871936798
30.98352733,9.731114044,0.099093933,0.884360962
31.00353633,9.719438324,0.097297668,0.858614502
31.02354433,9.732461243,0.115559692,0.869691467
31.04355333,9.721983032,0.088765411,0.88690567
31.06356233,9.734407196,0.10762619,0.875529327
31.08357133,9.707912292,0.095800781,0.883013763
31.10357933,9.722581787,0.107177124,0.868044891
31.12358833,9.702074432,0.100141754,0.881217499
31.14359733,9.718240814,0.096100159,0.880469055
31.16360633,9.713600464,0.090262299,0.891695709
31.18361433,9.713600464,0.094453583,0.886306915
31.20362333,9.726324005,0.096998291,0.878373413
31.22363233,9.703870697,0.092807007,0.8705896
31.24364133,9.715097351,0.107326813,0.883762207
31.26364933,9.713151398,0.089064789,0.875978394
31.28365833,9.721384277,0.106278992,0.87403244
31.30366733,9.717043304,0.107775879,0.867745514
31.32367633,9.734407196,0.111667786,0.878223724
31.34368433,9.713750153,0.104931793,0.880618744
31.36369333,9.725425873,0.112715607,0.881965942
31.38370233,9.712402954,0.094154205,0.883911896
31.40371033,9.727371826,0.107775879,0.883911896
31.42371933,9.707612915,0.085771637,0.87642746
31.44372833,9.711355133,0.102387085,0.877325592
31.46373733,9.710157623,0.10178833,0.880918121
31.48374533,9.715097351,0.101638641,0.875379639
31.50375433,9.724827118,0.086520081,0.888552246
31.52376333,9.714199219,0.100441132,0.878523102
31.54377233,9.720785522,0.093705139,0.880019989
31.56378033,9.715845795,0.09011261,0.87403244
31.58378933,9.728269958,0.103434906,0.875828705
31.60379833,9.713600464,0.09714798,0.874331818
31.62380733,9.735754395,0.107925568,0.887504425
31.64381533,9.723030853,0.105680237,0.881217499
31.66382462,9.729916534,0.10642868,0.875679016
31.68383362,9.703421631,0.101339264,0.871936798
31.70384262,9.736951904,0.115110626,0.884510651
31.72385062,9.715396729,0.097746735,0.88570816
31.74385962,9.726623383,0.099542999,0.890348511
31.76386862,9.722132721,0.100291443,0.87522995
31.78387662,9.725425873,0.102536774,0.877774658
31.80388562,9.708511047,0.095202026,0.86939209
31.82389462,9.714947662,0.108224945,0.884510651
31.84390362,9.714199219,0.100291443,0.87403244
31.86391162,9.717192993,0.094154205,0.879720612
31.88392062,9.730515289,0.095351715,0.883762207
31.90392962,9.72228241,0.096998291,0.876726837
31.92393862,9.734257507,0.107775879,0.866398315
31.94394662,9.711355133,0.092956696,0.881516876
31.96395562,9.730964355,0.101039886,0.8798703
31.98396462,9.721234589,0.10178833,0.884510651
32.00397362,9.724228363,0.10178833,0.879720612
32.02398162,9.716145172,0.103734283,0.876277771
32.04399062,9.722881165,0.115709381,0.879720612
32.06399962,9.70821167,0.101039886,0.873283997
32.08400863,9.721683655,0.106578369,0.887055359
32.10401662,9.707463226,0.105829926,0.882564697
32.12402562,9.708960114,0.099393311,0.871038666
32.14403462,9.721533966,0.096848602,0.880319366
32.16404262,9.725276184,0.103883972,0.88226532
32.18405162,9.719588013,0.099093933,0.880768433
32.20406062,9.715097351,0.098195801,0.872236176
32.22406962,9.732161865,0.106578369,0.876128082
32.24407762,9.711205444,0.101039886,0.874481506
32.26408662,9.733209686,0.108075256,0.873583374
32.28409562,9.711804199,0.089813232,0.882115631
32.30410462,9.723629608,0.101189575,0.885109406
32.32411262,9.709858246,0.096249847,0.878972168
32.34412162,9.726623383,0.111069031,0.886007538
32.36413062,9.710157623,0.09714798,0.875080261
32.38413962,9.724228363,0.108224945,0.884510651
32.40414762,9.711804199,0.107476501,0.878373413
32.42415662,9.719737701,0.105979614,0.877475281
32.44416562,9.714648285,0.101339264,0.874930573
32.46417362,9.70940918,0.09475296,0.865649872
32.48418262,9.720037079,0.097447357,0.884510651
32.50419162,9.711504822,0.096399536,0.880469055
32.52420062,9.730215912,0.099243622,0.877774658
32.54420862,9.709708557,0.098046112,0.859213257
32.56421762,9.727820892,0.097597046,0.885408783
32.58422662,9.713001709,0.096100159,0.896186371
32.60423562,9.730515289,0.108973389,0.876577148
32.62424362,9.709109802,0.096100159,0.880169678
32.64425262,9.727970581,0.10298584,0.887504425
32.66426133,9.705217896,0.102237396,0.878523102
32.68426933,9.716145172,0.102686462,0.878373413
32.70427833,9.709259491,0.096549225,0.875978394
32.72428733,9.713450775,0.110170898,0.874182129
32.74429633,9.716294861,0.096998291,0.865649872
32.76430433,9.717791748,0.099842377,0.864901428
32.78431333,9.71988739,0.09595047,0.88690567
32.80432233,9.712552643,0.092357941,0.875080261
32.82433133,9.729617157,0.109123077,0.883911896
32.84433933,9.712552643,0.088466034,0.879570923
32.86434833,9.733209686,0.110619965,0.890498199
32.88435733,9.721983032,0.088316345,0.891396332
32.90436633,9.737999725,0.099992065,0.879271545
32.92437433,9.713600464,0.100890198,0.877175903
32.94438333,9.733658752,0.10298584,0.891546021
32.96439233,9.707612915,0.093256073,0.880469055
32.98440033,9.723629608,0.101938019,0.873733063
33.00440933,9.71285202,0.096848602,0.866398315
33.02441833,9.713450775,0.103734283,0.877175903
33.04442733,9.714199219,0.103584595,0.868493958
